"","X1","variable"
"(Intercept)",2.94361406028622,"(Intercept)"
"CancerType.ACC",18.7017064820317,"CancerType.ACC"
"CancerType.BLCA",-5.10908733307541,"CancerType.BLCA"
"CancerType.BRCA",-2.37191449357782,"CancerType.BRCA"
"CancerType.CESC",-6.39344438676382,"CancerType.CESC"
"CancerType.CHOL",-4.1731669801638,"CancerType.CHOL"
"CancerType.COAD",-5.46760458395335,"CancerType.COAD"
"CancerType.ESCA_adernocarcinoma",1.49244904862623,"CancerType.ESCA_adernocarcinoma"
"CancerType.GBM",11.5053525797238,"CancerType.GBM"
"CancerType.KIRC",2.68611527690063,"CancerType.KIRC"
"CancerType.KIRP",6.05876962332769,"CancerType.KIRP"
"CancerType.LGG",5.14008782618076,"CancerType.LGG"
"CancerType.LIHC",3.42550762752258,"CancerType.LIHC"
"CancerType.LUSC",-0.636986043961711,"CancerType.LUSC"
"CancerType.OV",3.55275564144911,"CancerType.OV"
"CancerType.READ",-6.44201395681375,"CancerType.READ"
"CancerType.SARC",3.74233595174872,"CancerType.SARC"
"CancerType.SKCM",-0.733577064122822,"CancerType.SKCM"
"CancerType.STAD",-1.62498540279204,"CancerType.STAD"
"CancerType.UCEC",0.0038297249557568,"CancerType.UCEC"
"CancerType.UCS",-6.96996557074299,"CancerType.UCS"
"log_Mutation_rate",-0.756400618899247,"log_Mutation_rate"
"SBS1",-0.688165544530198,"SBS1"
"SBS2",2.01845586890356,"SBS2"
"SBS3",0.358636576634817,"SBS3"
"SBS4",0.1398972240634,"SBS4"
"SBS5",0.0910151623916015,"SBS5"
"SBS6",-4.83652735202706,"SBS6"
"SBS8",-15.0289421364023,"SBS8"
"SBS10a",-3.9823437947287,"SBS10a"
"SBS13",0.572459749250619,"SBS13"
"SBS14",-6.34371651261596,"SBS14"
"SBS15",-9.78022138132368,"SBS15"
"SBS20",-14.4229413551989,"SBS20"
"SBS40",0.855271177166084,"SBS40"
"SBS44",-5.58308385955509,"SBS44"
"TP53_SNV",-1.12206972842889,"TP53_SNV"
"PTEN_SNV",-0.562297156899275,"PTEN_SNV"
"FAT3_SNV",0.0560915626454189,"FAT3_SNV"
"SLITRK6_SNV",-0.161113854290491,"SLITRK6_SNV"
"ZIC4_SNV",-0.560086241349653,"ZIC4_SNV"
"KIR3DL2_SNV",0.802901879387077,"KIR3DL2_SNV"
"DEFB119_SNV",0.293067611494588,"DEFB119_SNV"
"GTF2I_SNV",-0.303205531668528,"GTF2I_SNV"
"FGFR2_SNV",0.123251340471301,"FGFR2_SNV"
"PPP2R1A_SNV",0.144950907435636,"PPP2R1A_SNV"
"RPL22_CNV.Deletion",-0.0921249896957422,"RPL22_CNV.Deletion"
"SPEN_CNV.Deletion",-0.315714891976984,"SPEN_CNV.Deletion"
"SDHB_CNV.Amplification",-0.808133733664944,"SDHB_CNV.Amplification"
"ARHGEF10L_CNV.Amplification",0.299786447172622,"ARHGEF10L_CNV.Amplification"
"PAX7_CNV.Deletion",-0.182796168213319,"PAX7_CNV.Deletion"
"SFPQ_CNV.Amplification",0.0512831757751301,"SFPQ_CNV.Amplification"
"SFPQ_CNV.Deletion",0.454752093288964,"SFPQ_CNV.Deletion"
"THRAP3_CNV.Deletion",-0.0319340902909726,"THRAP3_CNV.Deletion"
"MYCL_CNV.Amplification",0.00769823599709156,"MYCL_CNV.Amplification"
"MPL_CNV.Amplification",0.079858352672281,"MPL_CNV.Amplification"
"MUTYH_CNV.Amplification",-0.22081565686293,"MUTYH_CNV.Amplification"
"FUBP1_CNV.Deletion",0.0101752734831815,"FUBP1_CNV.Deletion"
"TRIM33_CNV.Amplification",-0.361601131138245,"TRIM33_CNV.Amplification"
"ATP1A1_CNV.Deletion",0.0510944257018077,"ATP1A1_CNV.Deletion"
"TENT5C_CNV.Amplification",-0.160814020992215,"TENT5C_CNV.Amplification"
"BCL9_CNV.Deletion",-0.680573491833702,"BCL9_CNV.Deletion"
"PDE4DIP_CNV.Deletion",-1.08668361599592e-14,"PDE4DIP_CNV.Deletion"
"ARNT_CNV.Amplification",-0.00516520630838172,"ARNT_CNV.Amplification"
"SETDB1_CNV.Deletion",0.126235519489383,"SETDB1_CNV.Deletion"
"MLLT11_CNV.Deletion",0.00614752806058788,"MLLT11_CNV.Deletion"
"TPM3_CNV.Deletion",-1.45059490821626,"TPM3_CNV.Deletion"
"MUC1_CNV.Amplification",0.00176845643482222,"MUC1_CNV.Amplification"
"MUC1_CNV.Deletion",0.272282237254458,"MUC1_CNV.Deletion"
"LMNA_CNV.Amplification",-0.62096405640453,"LMNA_CNV.Amplification"
"LMNA_CNV.Deletion",0.626413795260022,"LMNA_CNV.Deletion"
"NTRK1_CNV.Deletion",1.2549081916127,"NTRK1_CNV.Deletion"
"FCRL4_CNV.Deletion",-0.238901313889147,"FCRL4_CNV.Deletion"
"FCGR2B_CNV.Deletion",0.161845708681125,"FCGR2B_CNV.Deletion"
"PBX1_CNV.Amplification",-0.00209472300553544,"PBX1_CNV.Amplification"
"PRRX1_CNV.Amplification",0.451852296564698,"PRRX1_CNV.Amplification"
"PRRX1_CNV.Deletion",-0.335308385216323,"PRRX1_CNV.Deletion"
"AKT3_CNV.Deletion",0.109735359265497,"AKT3_CNV.Deletion"
"PAX8_CNV.Amplification",-0.234521666799222,"PAX8_CNV.Amplification"
"PAX8_CNV.Deletion",-0.464818174118226,"PAX8_CNV.Deletion"
"LRP1B_CNV.Amplification",0.362153398889983,"LRP1B_CNV.Amplification"
"LRP1B_CNV.Deletion",-0.447215804519303,"LRP1B_CNV.Deletion"
"TGFBR2_CNV.Deletion",0.064737782776185,"TGFBR2_CNV.Deletion"
"MYD88_CNV.Amplification",0.303683994769658,"MYD88_CNV.Amplification"
"MYD88_CNV.Deletion",0.410228300123479,"MYD88_CNV.Deletion"
"PBRM1_CNV.Amplification",0.00518021186461086,"PBRM1_CNV.Amplification"
"FHIT_CNV.Deletion",-0.504500279076359,"FHIT_CNV.Deletion"
