"","X1","variable"
"(Intercept)",2.95165837682583,"(Intercept)"
"CancerType.ACC",19.4391051791204,"CancerType.ACC"
"CancerType.BLCA",-4.76198850749895,"CancerType.BLCA"
"CancerType.BRCA",-1.89358750026061,"CancerType.BRCA"
"CancerType.CESC",-6.14711933438556,"CancerType.CESC"
"CancerType.CHOL",-4.31501527657351,"CancerType.CHOL"
"CancerType.COAD",-5.25652031141301,"CancerType.COAD"
"CancerType.ESCA_adernocarcinoma",1.90981365214757,"CancerType.ESCA_adernocarcinoma"
"CancerType.GBM",11.8312117570305,"CancerType.GBM"
"CancerType.KIRC",3.27263151636654,"CancerType.KIRC"
"CancerType.KIRP",6.54316260392473,"CancerType.KIRP"
"CancerType.LGG",5.3866962684647,"CancerType.LGG"
"CancerType.LIHC",3.80193774868523,"CancerType.LIHC"
"CancerType.LUSC",-0.647690736030973,"CancerType.LUSC"
"CancerType.OV",3.9116963455493,"CancerType.OV"
"CancerType.PRAD",0.0144966774032647,"CancerType.PRAD"
"CancerType.READ",-6.51409606566586,"CancerType.READ"
"CancerType.SARC",4.12974876215276,"CancerType.SARC"
"CancerType.SKCM",-0.286957253948188,"CancerType.SKCM"
"CancerType.STAD",-1.6488920320123,"CancerType.STAD"
"CancerType.UCEC",0.366303104375735,"CancerType.UCEC"
"CancerType.UCS",-6.92224825759037,"CancerType.UCS"
"log_Mutation_rate",-0.7111355215605,"log_Mutation_rate"
"SBS1",-0.438666169054529,"SBS1"
"SBS2",2.44989210470943,"SBS2"
"SBS4",1.26531840052399,"SBS4"
"SBS6",-4.36696536749853,"SBS6"
"SBS8",-17.4892064911918,"SBS8"
"SBS10a",-2.90136095940596,"SBS10a"
"SBS14",-8.10834164209206,"SBS14"
"SBS15",-3.54084999953307,"SBS15"
"SBS20",-11.2929601233685,"SBS20"
"SBS40",0.216850906430048,"SBS40"
"SBS44",-4.29536561336203,"SBS44"
"TP53_SNV",-1.22176767443437,"TP53_SNV"
"PTEN_SNV",-0.654258309131191,"PTEN_SNV"
"CDKN2A_SNV",0.0767553568718787,"CDKN2A_SNV"
"SLITRK6_SNV",-0.453844810777646,"SLITRK6_SNV"
"ZIC4_SNV",-0.903019113839343,"ZIC4_SNV"
"KIR3DL2_SNV",0.940182771825728,"KIR3DL2_SNV"
"GTF2I_SNV",-0.442056384370016,"GTF2I_SNV"
"FGFR2_SNV",0.11927295494527,"FGFR2_SNV"
"PPP2R1A_SNV",0.0852765409598854,"PPP2R1A_SNV"
"RPL22_CNV.Deletion",-0.0856252715146346,"RPL22_CNV.Deletion"
"SPEN_CNV.Deletion",-0.0684362500895519,"SPEN_CNV.Deletion"
"SDHB_CNV.Amplification",-0.69494752288834,"SDHB_CNV.Amplification"
"SDHB_CNV.Deletion",-0.175656075435321,"SDHB_CNV.Deletion"
"ARHGEF10L_CNV.Amplification",0.276934542943598,"ARHGEF10L_CNV.Amplification"
"PAX7_CNV.Deletion",-0.172385297729704,"PAX7_CNV.Deletion"
"SFPQ_CNV.Deletion",0.177922919362916,"SFPQ_CNV.Deletion"
"MYCL_CNV.Amplification",0.0296061904542308,"MYCL_CNV.Amplification"
"MPL_CNV.Amplification",0.232722798407404,"MPL_CNV.Amplification"
"MUTYH_CNV.Amplification",-0.50098189677878,"MUTYH_CNV.Amplification"
"MUTYH_CNV.Deletion",0.0686787188782281,"MUTYH_CNV.Deletion"
"FUBP1_CNV.Amplification",-0.00289640422428649,"FUBP1_CNV.Amplification"
"FUBP1_CNV.Deletion",0.186360509084577,"FUBP1_CNV.Deletion"
"TRIM33_CNV.Amplification",-0.137928029988459,"TRIM33_CNV.Amplification"
"ATP1A1_CNV.Deletion",0.0883017866452033,"ATP1A1_CNV.Deletion"
"TENT5C_CNV.Amplification",-0.700423783430498,"TENT5C_CNV.Amplification"
"BCL9_CNV.Deletion",-0.735017447439678,"BCL9_CNV.Deletion"
"PDE4DIP_CNV.Deletion",-4.79297298904915e-14,"PDE4DIP_CNV.Deletion"
"MLLT11_CNV.Deletion",0.0372431791241685,"MLLT11_CNV.Deletion"
"TPM3_CNV.Amplification",0.329726116504641,"TPM3_CNV.Amplification"
"TPM3_CNV.Deletion",-0.4023750587983,"TPM3_CNV.Deletion"
"LMNA_CNV.Amplification",-0.765139910808088,"LMNA_CNV.Amplification"
"LMNA_CNV.Deletion",0.118857449262373,"LMNA_CNV.Deletion"
"NTRK1_CNV.Deletion",0.644872984017006,"NTRK1_CNV.Deletion"
"FCRL4_CNV.Amplification",-0.00421614584113532,"FCRL4_CNV.Amplification"
"FCGR2B_CNV.Deletion",0.203448698891559,"FCGR2B_CNV.Deletion"
"PBX1_CNV.Amplification",-0.033303950345663,"PBX1_CNV.Amplification"
"PRRX1_CNV.Amplification",0.205077605099367,"PRRX1_CNV.Amplification"
"PRRX1_CNV.Deletion",-0.0307042419045816,"PRRX1_CNV.Deletion"
"AKT3_CNV.Deletion",0.0201169313539366,"AKT3_CNV.Deletion"
"PAX8_CNV.Amplification",-0.27253324555197,"PAX8_CNV.Amplification"
"PAX8_CNV.Deletion",-0.485070030118594,"PAX8_CNV.Deletion"
"LRP1B_CNV.Amplification",0.491368562201507,"LRP1B_CNV.Amplification"
"LRP1B_CNV.Deletion",-0.365090493807217,"LRP1B_CNV.Deletion"
"MYD88_CNV.Amplification",0.343948550391735,"MYD88_CNV.Amplification"
"MYD88_CNV.Deletion",0.258217517972617,"MYD88_CNV.Deletion"
"FHIT_CNV.Deletion",-0.402987437202972,"FHIT_CNV.Deletion"
"TFG_CNV.Amplification",0.0973296334051325,"TFG_CNV.Amplification"
"CBLB_CNV.Amplification",-0.433350874704596,"CBLB_CNV.Amplification"
"CBLB_CNV.Deletion",-0.20455527874709,"CBLB_CNV.Deletion"
"GATA2_CNV.Deletion",0.261402740905411,"GATA2_CNV.Deletion"
"STAG1_CNV.Deletion",-0.700502954572919,"STAG1_CNV.Deletion"
"PIK3CB_CNV.Deletion",0.341382519004009,"PIK3CB_CNV.Deletion"
"MLF1_CNV.Deletion",0.456789345560697,"MLF1_CNV.Deletion"
"TBL1XR1_CNV.Deletion",-0.0722516600054164,"TBL1XR1_CNV.Deletion"
"PIK3CA_CNV.Amplification",-0.207196202304907,"PIK3CA_CNV.Amplification"
"PIK3CA_CNV.Deletion",0.157617662203346,"PIK3CA_CNV.Deletion"
"IGF2BP2_CNV.Deletion",0.059803891063294,"IGF2BP2_CNV.Deletion"
"BCL6_CNV.Deletion",0.369345791120203,"BCL6_CNV.Deletion"
"LPP_CNV.Deletion",-0.519394883684301,"LPP_CNV.Deletion"
"TP63_CNV.Amplification",-0.241473555542609,"TP63_CNV.Amplification"
"TP63_CNV.Deletion",-0.241392550509682,"TP63_CNV.Deletion"
"FGFR3_CNV.Amplification",-0.287981759236647,"FGFR3_CNV.Amplification"
"FGFR3_CNV.Deletion",0.365602203043594,"FGFR3_CNV.Deletion"
"TEC_CNV.Amplification",0.488520190807862,"TEC_CNV.Amplification"
"FIP1L1_CNV.Amplification",-0.780702876145591,"FIP1L1_CNV.Amplification"
"FIP1L1_CNV.Deletion",-0.213071948589506,"FIP1L1_CNV.Deletion"
"PDGFRA_CNV.Deletion",1.05876713615918,"PDGFRA_CNV.Deletion"
"AFF1_CNV.Deletion",-0.098799654957723,"AFF1_CNV.Deletion"
"RAP1GDS1_CNV.Deletion",-0.0183022774572065,"RAP1GDS1_CNV.Deletion"
"LEF1_CNV.Deletion",0.384466970945128,"LEF1_CNV.Deletion"
"SDHA_CNV.Amplification",-0.272170847450494,"SDHA_CNV.Amplification"
"TERT_CNV.Deletion",0.105156920478319,"TERT_CNV.Deletion"
"CTNND2_CNV.Deletion",-0.110307310714319,"CTNND2_CNV.Deletion"
"CDH10_CNV.Deletion",0.594317561597196,"CDH10_CNV.Deletion"
"APC_CNV.Deletion",-0.390437065168855,"APC_CNV.Deletion"
"AFF4_CNV.Amplification",0.276662535539412,"AFF4_CNV.Amplification"
"CSF1R_CNV.Amplification",0.30715028258262,"CSF1R_CNV.Amplification"
"CSF1R_CNV.Deletion",0.1207326441936,"CSF1R_CNV.Deletion"
"NSD1_CNV.Deletion",-0.188156178481606,"NSD1_CNV.Deletion"
"FLT4_CNV.Amplification",0.252031015603831,"FLT4_CNV.Amplification"
"FOXO3_CNV.Deletion",-0.284991317638331,"FOXO3_CNV.Deletion"
"PTPRK_CNV.Amplification",0.0514627228123169,"PTPRK_CNV.Amplification"
"PTPRK_CNV.Deletion",0.0803485385940551,"PTPRK_CNV.Deletion"
"SGK1_CNV.Amplification",-0.121871525668467,"SGK1_CNV.Amplification"
"SGK1_CNV.Deletion",0.445908686730044,"SGK1_CNV.Deletion"
"LATS1_CNV.Amplification",0.444202984797289,"LATS1_CNV.Amplification"
"ESR1_CNV.Amplification",0.00341193560921316,"ESR1_CNV.Amplification"
"ARID1B_CNV.Deletion",-0.202972012664811,"ARID1B_CNV.Deletion"
"EZR_CNV.Amplification",0.542079524508032,"EZR_CNV.Amplification"
"QKI_CNV.Amplification",0.366646365465437,"QKI_CNV.Amplification"
"AFDN_CNV.Amplification",-0.557916285180675,"AFDN_CNV.Amplification"
"SBDS_CNV.Deletion",-0.229649950295805,"SBDS_CNV.Deletion"
"SND1_CNV.Deletion",0.363428145333616,"SND1_CNV.Deletion"
"NRG1_CNV.Deletion",0.283651504415822,"NRG1_CNV.Deletion"
"FGFR1_CNV.Amplification",-0.577176795806742,"FGFR1_CNV.Amplification"
"FGFR1_CNV.Deletion",-0.305315879075135,"FGFR1_CNV.Deletion"
"IKBKB_CNV.Deletion",-0.0559276416758838,"IKBKB_CNV.Deletion"
"HOOK3_CNV.Amplification",0.0720805487352729,"HOOK3_CNV.Amplification"
"HOOK3_CNV.Deletion",-0.435365517724483,"HOOK3_CNV.Deletion"
"PLAG1_CNV.Amplification",-0.449853880055407,"PLAG1_CNV.Amplification"
"PLAG1_CNV.Deletion",-0.625658496788332,"PLAG1_CNV.Deletion"
"NCOA2_CNV.Deletion",0.705206150015713,"NCOA2_CNV.Deletion"
"NBN_CNV.Amplification",0.166625536062529,"NBN_CNV.Amplification"
