"","X1","variable"
"(Intercept)",3.36210990721554,"(Intercept)"
"CancerType.ACC",18.9955372908585,"CancerType.ACC"
"CancerType.BLCA",-4.64017715627092,"CancerType.BLCA"
"CancerType.BRCA",-2.03971002807207,"CancerType.BRCA"
"CancerType.CESC",-6.22099127735207,"CancerType.CESC"
"CancerType.CHOL",-4.17178902358578,"CancerType.CHOL"
"CancerType.COAD",-5.32657321132455,"CancerType.COAD"
"CancerType.ESCA_adernocarcinoma",1.43910065257042,"CancerType.ESCA_adernocarcinoma"
"CancerType.GBM",11.8885782169441,"CancerType.GBM"
"CancerType.KIRC",2.6917742689699,"CancerType.KIRC"
"CancerType.KIRP",6.22844769136169,"CancerType.KIRP"
"CancerType.LGG",5.17770459975725,"CancerType.LGG"
"CancerType.LIHC",3.37187480846797,"CancerType.LIHC"
"CancerType.LUSC",-0.581180493400659,"CancerType.LUSC"
"CancerType.OV",3.48768738413088,"CancerType.OV"
"CancerType.READ",-6.1113917042331,"CancerType.READ"
"CancerType.SARC",3.95990737133519,"CancerType.SARC"
"CancerType.SKCM",-0.559283996627798,"CancerType.SKCM"
"CancerType.STAD",-1.78067692895463,"CancerType.STAD"
"CancerType.UCEC",0.0175923294280628,"CancerType.UCEC"
"CancerType.UCS",-6.54557007212046,"CancerType.UCS"
"log_Mutation_rate",-0.697466371058859,"log_Mutation_rate"
"SBS1",-1.05197475556385,"SBS1"
"SBS2",1.36003442016373,"SBS2"
"SBS3",0.643907005942079,"SBS3"
"SBS4",0.67907093723416,"SBS4"
"SBS6",-3.43998768451958,"SBS6"
"SBS8",-15.6061740594119,"SBS8"
"SBS10a",-3.68186034044944,"SBS10a"
"SBS14",-8.28650163986768,"SBS14"
"SBS15",-4.58127750012035,"SBS15"
"SBS20",-10.0964012121177,"SBS20"
"SBS40",0.5528106051771,"SBS40"
"SBS44",-4.07229167924331,"SBS44"
"TP53_SNV",-1.16682140172242,"TP53_SNV"
"PTEN_SNV",-0.62213794102791,"PTEN_SNV"
"SLITRK6_SNV",-0.508694175717634,"SLITRK6_SNV"
"ZIC4_SNV",-0.485547604598968,"ZIC4_SNV"
"KIR3DL2_SNV",0.137783244074424,"KIR3DL2_SNV"
"GTF2I_SNV",-0.332411695831637,"GTF2I_SNV"
"FGFR2_SNV",0.191364712168678,"FGFR2_SNV"
"RPL22_CNV.Deletion",-0.168372335568109,"RPL22_CNV.Deletion"
"SPEN_CNV.Deletion",-0.233175063211452,"SPEN_CNV.Deletion"
"SDHB_CNV.Amplification",-0.701375236228971,"SDHB_CNV.Amplification"
"ARHGEF10L_CNV.Amplification",0.249503308375897,"ARHGEF10L_CNV.Amplification"
"ARHGEF10L_CNV.Deletion",-0.275049346394174,"ARHGEF10L_CNV.Deletion"
"PAX7_CNV.Deletion",-0.0353389014641342,"PAX7_CNV.Deletion"
"SFPQ_CNV.Deletion",0.46390811257633,"SFPQ_CNV.Deletion"
"THRAP3_CNV.Amplification",0.00106272264657124,"THRAP3_CNV.Amplification"
"THRAP3_CNV.Deletion",-0.000693607974744557,"THRAP3_CNV.Deletion"
"MPL_CNV.Amplification",0.000362541323870751,"MPL_CNV.Amplification"
"MUTYH_CNV.Amplification",-0.0675656120562584,"MUTYH_CNV.Amplification"
"FUBP1_CNV.Amplification",-0.0154369969837099,"FUBP1_CNV.Amplification"
"FUBP1_CNV.Deletion",0.0776387582264799,"FUBP1_CNV.Deletion"
"RBM15_CNV.Amplification",-0.199833716034289,"RBM15_CNV.Amplification"
"ATP1A1_CNV.Deletion",0.0859201417167363,"ATP1A1_CNV.Deletion"
"TENT5C_CNV.Amplification",-0.621506417958374,"TENT5C_CNV.Amplification"
"BCL9_CNV.Deletion",-0.236499903407782,"BCL9_CNV.Deletion"
"PDE4DIP_CNV.Deletion",-6.16992987527984e-15,"PDE4DIP_CNV.Deletion"
"MLLT11_CNV.Amplification",-0.082256212934414,"MLLT11_CNV.Amplification"
"TPM3_CNV.Amplification",0.268899021642031,"TPM3_CNV.Amplification"
"TPM3_CNV.Deletion",-0.000891573047038263,"TPM3_CNV.Deletion"
"LMNA_CNV.Amplification",-0.78709104455955,"LMNA_CNV.Amplification"
"LMNA_CNV.Deletion",0.0268519331747103,"LMNA_CNV.Deletion"
"NTRK1_CNV.Deletion",0.851462705565955,"NTRK1_CNV.Deletion"
"FCRL4_CNV.Deletion",-0.998524502009206,"FCRL4_CNV.Deletion"
"FCGR2B_CNV.Amplification",0.0109536718311907,"FCGR2B_CNV.Amplification"
"FCGR2B_CNV.Deletion",0.426084445195201,"FCGR2B_CNV.Deletion"
"PBX1_CNV.Deletion",0.333655360955455,"PBX1_CNV.Deletion"
"PRRX1_CNV.Amplification",0.574748496403774,"PRRX1_CNV.Amplification"
"PRRX1_CNV.Deletion",-0.180220388648323,"PRRX1_CNV.Deletion"
"ABL2_CNV.Amplification",-0.0156895867328004,"ABL2_CNV.Amplification"
"PAX8_CNV.Amplification",-0.270663564369428,"PAX8_CNV.Amplification"
"PAX8_CNV.Deletion",-0.435019176019345,"PAX8_CNV.Deletion"
"LRP1B_CNV.Amplification",0.658621691172329,"LRP1B_CNV.Amplification"
"LRP1B_CNV.Deletion",-0.45219919014652,"LRP1B_CNV.Deletion"
"TGFBR2_CNV.Amplification",-0.00949820912179908,"TGFBR2_CNV.Amplification"
"TGFBR2_CNV.Deletion",0.153785511732061,"TGFBR2_CNV.Deletion"
"CCR4_CNV.Deletion",-0.00127632020446135,"CCR4_CNV.Deletion"
"MYD88_CNV.Amplification",0.202472518743138,"MYD88_CNV.Amplification"
"MYD88_CNV.Deletion",0.343657191504748,"MYD88_CNV.Deletion"
"FHIT_CNV.Deletion",-0.607414802358916,"FHIT_CNV.Deletion"
"TFG_CNV.Amplification",0.00106648982565691,"TFG_CNV.Amplification"
"CBLB_CNV.Amplification",-0.452572594813474,"CBLB_CNV.Amplification"
"CBLB_CNV.Deletion",-0.242543383483456,"CBLB_CNV.Deletion"
