"","X1","variable"
"(Intercept)",2.85922159353693,"(Intercept)"
"CancerType.ACC",18.719407205097,"CancerType.ACC"
"CancerType.BLCA",-4.74545966944279,"CancerType.BLCA"
"CancerType.BRCA",-2.16141218538514,"CancerType.BRCA"
"CancerType.CESC",-6.1901615168221,"CancerType.CESC"
"CancerType.CHOL",-4.56484927204555,"CancerType.CHOL"
"CancerType.COAD",-5.34654515988931,"CancerType.COAD"
"CancerType.ESCA_adernocarcinoma",1.78055790133783,"CancerType.ESCA_adernocarcinoma"
"CancerType.ESCA_squamous_cell_carcinoma",0.0364493234195543,"CancerType.ESCA_squamous_cell_carcinoma"
"CancerType.GBM",11.6131927882352,"CancerType.GBM"
"CancerType.KIRC",2.92619725622727,"CancerType.KIRC"
"CancerType.KIRP",6.2636525452025,"CancerType.KIRP"
"CancerType.LGG",5.20659188033724,"CancerType.LGG"
"CancerType.LIHC",3.54549957345314,"CancerType.LIHC"
"CancerType.LUSC",-0.285679015345538,"CancerType.LUSC"
"CancerType.OV",3.65345425861577,"CancerType.OV"
"CancerType.READ",-6.8442882095841,"CancerType.READ"
"CancerType.SARC",4.04226813028073,"CancerType.SARC"
"CancerType.SKCM",-0.425392326248448,"CancerType.SKCM"
"CancerType.STAD",-1.83034299965228,"CancerType.STAD"
"CancerType.UCS",-6.9615601040501,"CancerType.UCS"
"log_Mutation_rate",-0.739727752394836,"log_Mutation_rate"
"SBS1",-0.725975232647275,"SBS1"
"SBS2",2.01077826781171,"SBS2"
"SBS3",0.0730703153534822,"SBS3"
"SBS4",0.624615189947126,"SBS4"
"SBS6",-5.59746486436856,"SBS6"
"SBS8",-13.5585837963838,"SBS8"
"SBS10a",-3.14669460625367,"SBS10a"
"SBS14",-11.3742188591512,"SBS14"
"SBS15",-4.95605094065967,"SBS15"
"SBS20",-11.6001910832992,"SBS20"
"SBS40",0.331689363669926,"SBS40"
"SBS44",-4.58117271499838,"SBS44"
"TP53_SNV",-1.09695295782753,"TP53_SNV"
"PTEN_SNV",-0.595967821675474,"PTEN_SNV"
"FAT3_SNV",0.149798177759785,"FAT3_SNV"
"SLITRK6_SNV",-0.0372962052392567,"SLITRK6_SNV"
"ZIC4_SNV",-0.342296333443486,"ZIC4_SNV"
"KIR3DL2_SNV",0.17563117978004,"KIR3DL2_SNV"
"DEFB119_SNV",0.0449362095015317,"DEFB119_SNV"
"GTF2I_SNV",-0.495781327212932,"GTF2I_SNV"
"FGFR2_SNV",0.176593230170804,"FGFR2_SNV"
"PPP2R1A_SNV",0.18719332773502,"PPP2R1A_SNV"
"SPEN_CNV.Deletion",-0.507188849168939,"SPEN_CNV.Deletion"
"SDHB_CNV.Amplification",-0.661757370136306,"SDHB_CNV.Amplification"
"PAX7_CNV.Deletion",-0.0128080823340858,"PAX7_CNV.Deletion"
"SFPQ_CNV.Amplification",0.101011326445907,"SFPQ_CNV.Amplification"
"SFPQ_CNV.Deletion",0.188948284824372,"SFPQ_CNV.Deletion"
"THRAP3_CNV.Deletion",-0.0298428288813062,"THRAP3_CNV.Deletion"
"MUTYH_CNV.Amplification",-0.270400441552589,"MUTYH_CNV.Amplification"
"RBM15_CNV.Amplification",-0.153278329728692,"RBM15_CNV.Amplification"
"ATP1A1_CNV.Amplification",0.171889044327237,"ATP1A1_CNV.Amplification"
"ATP1A1_CNV.Deletion",0.241683479885579,"ATP1A1_CNV.Deletion"
"TENT5C_CNV.Amplification",-0.569188159917411,"TENT5C_CNV.Amplification"
"NOTCH2_CNV.Deletion",-0.0610253607607922,"NOTCH2_CNV.Deletion"
"BCL9_CNV.Deletion",-0.48253430267114,"BCL9_CNV.Deletion"
"PDE4DIP_CNV.Deletion",-0.000680205442548578,"PDE4DIP_CNV.Deletion"
"MLLT11_CNV.Deletion",0.000321694721327729,"MLLT11_CNV.Deletion"
"S100A7_CNV.Deletion",0.237929064106566,"S100A7_CNV.Deletion"
"TPM3_CNV.Deletion",-1.23379974104012,"TPM3_CNV.Deletion"
"MUC1_CNV.Deletion",0.120688348006362,"MUC1_CNV.Deletion"
"LMNA_CNV.Amplification",-0.631878531864654,"LMNA_CNV.Amplification"
"LMNA_CNV.Deletion",0.885924110282401,"LMNA_CNV.Deletion"
"PRCC_CNV.Deletion",1.1124238657044,"PRCC_CNV.Deletion"
"FCRL4_CNV.Deletion",-0.521259801270636,"FCRL4_CNV.Deletion"
"PBX1_CNV.Amplification",-0.111379640505598,"PBX1_CNV.Amplification"
"PRRX1_CNV.Amplification",0.574899410067049,"PRRX1_CNV.Amplification"
"ABL2_CNV.Amplification",-0.00658247454636643,"ABL2_CNV.Amplification"
"AKT3_CNV.Deletion",0.207977430880141,"AKT3_CNV.Deletion"
"PAX8_CNV.Amplification",-0.36354602240311,"PAX8_CNV.Amplification"
"PAX8_CNV.Deletion",-0.262814727681961,"PAX8_CNV.Deletion"
"LRP1B_CNV.Amplification",0.267923239469287,"LRP1B_CNV.Amplification"
"LRP1B_CNV.Deletion",-0.42557834068943,"LRP1B_CNV.Deletion"
"TGFBR2_CNV.Deletion",0.14799289793198,"TGFBR2_CNV.Deletion"
"MYD88_CNV.Amplification",0.229636568518044,"MYD88_CNV.Amplification"
"MYD88_CNV.Deletion",0.356851117300698,"MYD88_CNV.Deletion"
"PBRM1_CNV.Amplification",0.0122185539280576,"PBRM1_CNV.Amplification"
"FHIT_CNV.Amplification",-0.157601075520606,"FHIT_CNV.Amplification"
"FHIT_CNV.Deletion",-0.29111377918303,"FHIT_CNV.Deletion"
"TFG_CNV.Amplification",0.0121526106045875,"TFG_CNV.Amplification"
"CBLB_CNV.Amplification",-0.346565277946339,"CBLB_CNV.Amplification"
"GATA2_CNV.Deletion",0.075345902078879,"GATA2_CNV.Deletion"
"STAG1_CNV.Deletion",-0.530133065098543,"STAG1_CNV.Deletion"
"ATR_CNV.Amplification",-0.0578796569282899,"ATR_CNV.Amplification"
"MLF1_CNV.Deletion",0.314713151983964,"MLF1_CNV.Deletion"
"TBL1XR1_CNV.Deletion",-0.339440989891474,"TBL1XR1_CNV.Deletion"
"PIK3CA_CNV.Amplification",-0.51804934451041,"PIK3CA_CNV.Amplification"
"PIK3CA_CNV.Deletion",0.0866132363538172,"PIK3CA_CNV.Deletion"
"SOX2_CNV.Deletion",0.306695870273876,"SOX2_CNV.Deletion"
"BCL6_CNV.Deletion",0.819646058722427,"BCL6_CNV.Deletion"
"LPP_CNV.Deletion",-0.314856570522688,"LPP_CNV.Deletion"
"TP63_CNV.Amplification",-0.106526943072192,"TP63_CNV.Amplification"
"TP63_CNV.Deletion",-0.819796162266717,"TP63_CNV.Deletion"
"FGFR3_CNV.Amplification",-0.0956468337055954,"FGFR3_CNV.Amplification"
"FGFR3_CNV.Deletion",0.39744048870044,"FGFR3_CNV.Deletion"
"NSD2_CNV.Amplification",-0.032064352678707,"NSD2_CNV.Amplification"
"TEC_CNV.Amplification",0.019189824401973,"TEC_CNV.Amplification"
"FIP1L1_CNV.Amplification",-0.479351739694965,"FIP1L1_CNV.Amplification"
"CHIC2_CNV.Deletion",0.00556060944302719,"CHIC2_CNV.Deletion"
"PDGFRA_CNV.Deletion",0.895927858117838,"PDGFRA_CNV.Deletion"
"KDR_CNV.Amplification",-0.182196145912838,"KDR_CNV.Amplification"
"AFF1_CNV.Deletion",-0.104437629728078,"AFF1_CNV.Deletion"
"RAP1GDS1_CNV.Amplification",-0.0491653027801507,"RAP1GDS1_CNV.Amplification"
"RAP1GDS1_CNV.Deletion",-0.450339831109105,"RAP1GDS1_CNV.Deletion"
"TET2_CNV.Amplification",-0.121065860946114,"TET2_CNV.Amplification"
"LEF1_CNV.Deletion",0.622215443477727,"LEF1_CNV.Deletion"
"SDHA_CNV.Amplification",-0.339615497355388,"SDHA_CNV.Amplification"
"CDH10_CNV.Deletion",0.508218856647714,"CDH10_CNV.Deletion"
"APC_CNV.Deletion",-0.386340635261348,"APC_CNV.Deletion"
"ACSL6_CNV.Deletion",-0.0035900854884404,"ACSL6_CNV.Deletion"
"AFF4_CNV.Deletion",-0.250335864699355,"AFF4_CNV.Deletion"
"CSF1R_CNV.Amplification",0.162709629313701,"CSF1R_CNV.Amplification"
"CSF1R_CNV.Deletion",0.189520168876231,"CSF1R_CNV.Deletion"
"NSD1_CNV.Amplification",0.0297164388962816,"NSD1_CNV.Amplification"
"NSD1_CNV.Deletion",-0.11464555304624,"NSD1_CNV.Deletion"
"FLT4_CNV.Amplification",0.46918255933969,"FLT4_CNV.Amplification"
"FLT4_CNV.Deletion",0.196052722778982,"FLT4_CNV.Deletion"
"FOXO3_CNV.Deletion",-0.460209898339053,"FOXO3_CNV.Deletion"
"PTPRK_CNV.Amplification",0.113384793872879,"PTPRK_CNV.Amplification"
"SGK1_CNV.Amplification",-0.196413302945571,"SGK1_CNV.Amplification"
"SGK1_CNV.Deletion",0.921300534545191,"SGK1_CNV.Deletion"
