"","X1","variable"
"(Intercept)",3.41553642017912,"(Intercept)"
"CancerType.ACC",18.6900230263625,"CancerType.ACC"
"CancerType.BLCA",-4.48954225268718,"CancerType.BLCA"
"CancerType.BRCA",-1.91520053754949,"CancerType.BRCA"
"CancerType.CESC",-6.22448352591814,"CancerType.CESC"
"CancerType.CHOL",-4.16501053448911,"CancerType.CHOL"
"CancerType.COAD",-5.28200827277715,"CancerType.COAD"
"CancerType.ESCA_adernocarcinoma",1.79895992593749,"CancerType.ESCA_adernocarcinoma"
"CancerType.ESCA_squamous_cell_carcinoma",-0.178465095876105,"CancerType.ESCA_squamous_cell_carcinoma"
"CancerType.GBM",12.080839648134,"CancerType.GBM"
"CancerType.KIRC",2.77949258551997,"CancerType.KIRC"
"CancerType.KIRP",6.32724239474366,"CancerType.KIRP"
"CancerType.LGG",4.96359032422319,"CancerType.LGG"
"CancerType.LIHC",3.74379021525706,"CancerType.LIHC"
"CancerType.LUAD",0.00901741932793231,"CancerType.LUAD"
"CancerType.LUSC",-0.614549492594754,"CancerType.LUSC"
"CancerType.OV",3.83194728698754,"CancerType.OV"
"CancerType.READ",-6.60943848535242,"CancerType.READ"
"CancerType.SARC",4.04462537877865,"CancerType.SARC"
"CancerType.SKCM",-0.301779603910849,"CancerType.SKCM"
"CancerType.STAD",-1.7018794707455,"CancerType.STAD"
"CancerType.UCEC",0.10283495129038,"CancerType.UCEC"
"CancerType.UCS",-6.89471324741009,"CancerType.UCS"
"log_Mutation_rate",-0.722746017271397,"log_Mutation_rate"
"SBS1",-1.19207837199622,"SBS1"
"SBS2",1.51962732580078,"SBS2"
"SBS4",0.24395967272089,"SBS4"
"SBS6",-4.07616746282139,"SBS6"
"SBS8",-15.7190876079089,"SBS8"
"SBS10a",-4.22836697157898,"SBS10a"
"SBS14",-10.4024295827613,"SBS14"
"SBS15",-6.70879598510736,"SBS15"
"SBS20",-10.5134425749584,"SBS20"
"SBS39",-0.641367280127404,"SBS39"
"SBS40",0.673586865101431,"SBS40"
"SBS44",-5.3224240466474,"SBS44"
"TP53_SNV",-1.12200125531824,"TP53_SNV"
"PTEN_SNV",-0.428934957275075,"PTEN_SNV"
"SLITRK6_SNV",-0.297426975804405,"SLITRK6_SNV"
"ZIC4_SNV",-0.392820813710644,"ZIC4_SNV"
"KIR3DL2_SNV",0.080272393377271,"KIR3DL2_SNV"
"DEFB119_SNV",0.216608978763961,"DEFB119_SNV"
"GTF2I_SNV",-0.132960525918423,"GTF2I_SNV"
"PPP2R1A_SNV",0.327307490131117,"PPP2R1A_SNV"
"RPL22_CNV.Amplification",-0.202290355003226,"RPL22_CNV.Amplification"
"RPL22_CNV.Deletion",-0.120274393390116,"RPL22_CNV.Deletion"
"SPEN_CNV.Deletion",-0.580761661778774,"SPEN_CNV.Deletion"
"SDHB_CNV.Amplification",-0.376286178915328,"SDHB_CNV.Amplification"
"PAX7_CNV.Amplification",0.0874247392941404,"PAX7_CNV.Amplification"
"SFPQ_CNV.Amplification",0.0130209706551867,"SFPQ_CNV.Amplification"
"SFPQ_CNV.Deletion",0.312513287776101,"SFPQ_CNV.Deletion"
