"","X1","variable"
"(Intercept)",3.02343590823826,"(Intercept)"
"CancerType.ACC",18.5359331670522,"CancerType.ACC"
"CancerType.BLCA",-5.1481780749485,"CancerType.BLCA"
"CancerType.BRCA",-2.12672566451618,"CancerType.BRCA"
"CancerType.CESC",-6.30011606902323,"CancerType.CESC"
"CancerType.CHOL",-4.25473866131217,"CancerType.CHOL"
"CancerType.COAD",-5.32604872480198,"CancerType.COAD"
"CancerType.ESCA_adernocarcinoma",1.80810265122818,"CancerType.ESCA_adernocarcinoma"
"CancerType.GBM",11.4485440122728,"CancerType.GBM"
"CancerType.KIRC",2.88430324578048,"CancerType.KIRC"
"CancerType.KIRP",6.21355689156452,"CancerType.KIRP"
"CancerType.LGG",5.30397551354373,"CancerType.LGG"
"CancerType.LIHC",3.60396473024509,"CancerType.LIHC"
"CancerType.LUSC",-0.873112467948705,"CancerType.LUSC"
"CancerType.OV",3.50823379232176,"CancerType.OV"
"CancerType.PRAD",0.224405986191849,"CancerType.PRAD"
"CancerType.READ",-6.79446662390352,"CancerType.READ"
"CancerType.SARC",3.95745576445698,"CancerType.SARC"
"CancerType.SKCM",-0.277645270461989,"CancerType.SKCM"
"CancerType.STAD",-2.02937229296046,"CancerType.STAD"
"CancerType.UCEC",0.224782762513538,"CancerType.UCEC"
"CancerType.UCS",-7.04392121510442,"CancerType.UCS"
"log_Mutation_rate",-0.729234620000548,"log_Mutation_rate"
"SBS1",-0.70534913272234,"SBS1"
"SBS2",2.61039538198439,"SBS2"
"SBS4",0.719445103892841,"SBS4"
"SBS5",0.187852632601458,"SBS5"
"SBS6",-4.70849873728146,"SBS6"
"SBS8",-16.7713860314632,"SBS8"
"SBS10a",-5.59725363990292,"SBS10a"
"SBS13",0.0488529704829919,"SBS13"
"SBS14",-9.47256317022284,"SBS14"
"SBS15",-3.20127521600164,"SBS15"
"SBS20",-11.8471134060124,"SBS20"
"SBS39",-0.301002098188247,"SBS39"
"SBS40",0.960864586163462,"SBS40"
"SBS44",-5.17420042388875,"SBS44"
"TP53_SNV",-1.09709538235523,"TP53_SNV"
"PTEN_SNV",-0.45899030746557,"PTEN_SNV"
"FAT3_SNV",0.0672102652584182,"FAT3_SNV"
"SLITRK6_SNV",-0.283081996956899,"SLITRK6_SNV"
"ZIC4_SNV",-0.48787436918011,"ZIC4_SNV"
"PYHIN1_SNV",-0.0248848260551112,"PYHIN1_SNV"
"KIR3DL2_SNV",0.29731225102119,"KIR3DL2_SNV"
"GTF2I_SNV",-0.127852885914939,"GTF2I_SNV"
